item_name,item_id,item_category_id
黑染黑,460,45
黑色,461,45
红调橙,462,45
红调黄,463,44
红紫,464,49
后背宽,465,77
后长,466,77
后袋,467,77
后裆缝,468,77
后肩颈点,469,77
后颈点,7426,55
后颈点至腰,8758,40
后领滚,7425,55
后领口,8759,40
后育克拷边,7428,55
后育克压线,8756,37
后褶,7427,55
后中,8757,40
后中线,7429,55
化石洗,7440,57
花式线迹,8772,38
化学洗,8773,37
花针法,7442,55
怀旧洗,8770,55
环针法,7441,57
黄绿,7444,55
黄麻,8776,40
黄调橙,7443,55
黄调红,8777,37
黄调绿,7446,57
灰调的,8774,40
混纺物,1192,49
技术档案,7445,55
机械,8775,40
加大号,15920,72
夹大衣,471,49
价格,472,49
加固线迹,473,49
夹克,475,73
夹圈,476,73
嫁妆,477,73
肩点,478,73
肩颈点,479,49
剪商标尺码,7437,55
肩斜,8769,40
肩袖点,7436,55
交付,7439,55
绞染,8767,40
酵素石洗,7438,55
角形线迹,8768,37
胶印,7451,56
尽快,8783,40
锦纶,7450,59
金属纤维,8784,40
颈肩点,7453,55
腈纶,8781,40
颈圈,7452,55
经向,8782,40
锯齿形状线迹,7455,55
卷脚,8787,40
拷边,7454,55
口袋,8788,40
裤裆垫布,7457,55
裤脚,8785,40
裤门襟,7456,55
裤头,8786,40
裤头里,480,54
裤头钮,481,49
裤中线,8780,40
宽度,482,73
款式,483,73
廓形线迹,484,73
拉蓝洗,485,73
拉链难以开合,486,73
拉链起波浪,915,78
莱卡,487,77
来料加工,18708,40
莱赛尔纤维,489,77
蓝调绿,18709,40
蓝绿,7448,55
兰月洗,18704,55
蓝紫,7447,59
礼服,18705,40
礼服制服,8778,40
里襟,18706,40
里襟尖咀,6118,23
礼袍,8779,40
例如,18707,40
联式线迹,18700,55
链式线迹,18701,55
两档扣,18702,55
缭针法,18703,55
领尖长,7462,55
论坛,8794,40
罗纹,6152,23
螺纹袖口,7461,55
绿调黄,8795,40
绿调蓝,7464,55
马带袢,8792,40
马海毛,7463,55
码数,8793,40
毛头,7466,55
猫须,8798,40
毛重,7465,55
门襟,8799,40
门里襟贴衬子,7468,57
门里襟压线,8796,40
面缝,7467,55
明灰调,8797,40
明亮的,491,73
明缲针法,8790,40
明线,8791,40
莫代尔,493,54
磨烂,7460,55
目录,496,73
男式大衣,497,54
男式晚礼服,498,49
男外衣,499,30
尼龙搭扣,7459,55
钮扣,7458,55
钮牌扣眼,8789,40
纽约,7473,55
女大衣,7472,55
女服,7475,55
女式西服,7474,57
喷马骝,7477,55
喷沙,7476,55
皮大衣,7479,55
皮夹克,19767,40
皮上衣,7478,55
漂洗,7471,55
拼后育克,7470,55
拼肩缝,7469,55
拼接毛领,7484,57
拼前育克,7483,55
平方英尺,7486,55
平缝,7485,55
破坏洗,7488,55
普洗石洗酵素洗,7487,55
前长,7489,55
前挡风,7480,55
浅的,7482,55
嵌缝,7481,55
前颈点,7495,55
前门襟,7494,55
乾祥,7497,55
前腰褶,7496,55
前育克拷边,7499,55
前育克压线,7498,55
前中,7491,55
强烈的,7490,55
曲折形线迹,7493,55
人体尺寸测量系统,7492,55
人造丝,6174,30
人字纹,6179,30
人字线迹,6178,28
乳围,1193,49
三重线迹,6186,58
三档扣,6188,59
三件套,6187,55
三角针法,6189,55
桑蚕丝,6181,30
缲缝,6197,55
色调,17442,68
色卡,18773,41
色相,6196,58
沙暴洗,17443,40
砂洗,18774,41
山羊绒,6199,56
商标,17444,40
上领画线,18775,40
上领压线,6198,58
商业标准,17445,40
深的,18776,37
身份,16114,64
深色,16113,64
市场,18770,37
石漂洗,16112,64
手工,17440,40
手机,18771,40
手砂,17441,40
手针缝法,18772,37
手织样,6191,55
疏缝,6190,58
双重线迹,6193,55
双面布,6192,58
双排扣长礼服,6195,56
双排扣外衣,6194,58
双十字形状线迹,16118,64
双针线迹,16117,64
水晶洗,16116,64
丝缕,16115,64
锁式线迹,17446,37
锁针法,18777,37
梭织,17447,37
钛色洗,18778,37
弹力纤维,17448,40
弹性纤维,18779,37
套色,16119,64
套色洗,17449,40
特大号,16121,64
特殊线迹,18784,40
提花平纹,16120,64
天丝,17454,40
跳针法,18785,37
贴脚条,17455,40
铜纤维,18786,40
推档样,17456,40
退浆保色洗,18787,40
驼绒,16125,64
外衣,18780,40
网眼形状线迹,13382,49
围巾,16124,64
位置,17450,40
物料,18781,40
无尾礼服,16123,64
膝盖绸,17451,40
习惯,18782,40
细节图,16122,64
洗水,17452,40
下摆,18783,37
下裆缝,13373,49
现场质量控制,16129,64
线迹,16128,64
鲜艳的,16126,65
箱包,17457,40
箱号,18788,40
小码,17458,38
销售样,18789,40
斜插袋,17459,37
新尘土洗,17420,37
新银河洗,18751,37
信用证,17421,40
形线迹,18752,40
胸高点,17422,40
胸围,18753,40
绣花,17423,40
袖窿,18754,37
袖子,18750,40
亚麻,17428,37
颜色,18759,40
燕尾服,17429,40
羊毛,17424,40
杨树花针法,18755,40
羊驼毛,17425,40
样衣,18756,40
腰头钮,17426,40
腰围,18757,58
腰直,17427,38
夜礼服,18758,37
衣服,17431,40
印花,18762,37
英镑,17432,37
英寸,18763,40
婴儿的全套服装,17433,40
应该,18764,40
蛹蛋白纤维,17434,40
羽状线迹,18765,40
圆形线迹,16103,64
原样,16102,64
运单号,16101,64
云朵洗,18760,40
扎针法,16100,65
粘胶,17430,40
粘胶人造丝,18761,40
展示样,22139,38
帐单,17439,37
照相样,16106,64
折缝,16105,64
针织,17435,40
整理袋,18766,40
证书,17436,40
织补线迹,18767,40
制服,14616,65
质量,16109,64
质量控制,17437,40
直形线迹,18768,40
纸样,16108,65
中长大衣,17438,40
中等品,18769,40
中国银行,18730,37
重量,17400,40
中码,18731,40
中磨洗,17401,40
中漂洗,18732,40
苎麻,11690,40
珠式线迹,17406,40
装货清单,18737,40
装领子,17407,40
装饰线迹,18738,37
装袖子,17408,40
浊的,18739,37
资料,17409,40
紫调红,17402,40
紫调蓝,18733,40
柞蚕丝,17403,41
做领子全部,18734,40
坐围,17404,40
阿半,18735,40
阿迪板鞋,17405,40
阿迪杰,18736,37
阿尔岱雪,18740,40
阿尔法,17410,40
阿尔卡特,18741,41
阿尔塔,17411,37
阿福贝贝,18742,40
阿格利司,17412,40
阿九的店,18743,55
阿卡,9872,37
阿卡邦,17417,37
阿卡佳,18748,40
阿卡随心手艺,17418,40
阿珂姆,18749,41
阿拉蕾,17419,40
阿里通,17413,40
阿里扎,18744,40
阿玛迪斯,17414,40
阿玛尼,18745,40
阿玛施,17415,37
阿曼贝丝,18746,40
阿米,17416,40
阿喏沙,18747,37
阿帕齐,18710,37
阿屁虎,18719,40
阿瑞娜,18715,40
阿桑猫,18716,40
阿桑娜,18717,40
阿莎罗,18718,40
阿束,18711,40
阿斯克斯,18712,40
阿瓦拉,18713,40
阿唯得,18714,40
阿呀呀,18720,40
阿依莲,18721,40
艾堡,18726,40
爱宝疗,18727,40
爱宝氏鱼肝油,18728,37
艾贝,18729,40
爱贝尔,18722,40
爱贝诗,18723,40
爱彼,18724,40
爱比娜,18725,40
爱必喜,14845,65
爱步,14828,65
爱得利,1273,37
爱登堡,16293,67
艾迪宝,16292,67
艾迪康,16291,67
爱迪麦斯,16290,67
艾迪沃德,4590,56
艾蝶,10899,55
艾丁格,16286,69
爱度,16289,67
艾杜纱,16288,67
爱短信,16287,70
爱恩富,16253,57
爱尔钙,17585,30
爱儿健,16252,54
艾芙杰,16251,54
艾格,16250,54
艾格代购,16257,0
艾格纳,17581,40
艾格尼,16256,0
艾格周末,17582,37
爱国者,16255,0
艾华士,17583,69
爱家私,16254,57
艾灸盒,19661,40
爱就拍,17580,37
爱聚合,16259,61
爱科电通,16258,61
艾可慕,17589,43
爱肯拿,16264,61
艾莱,17596,43
艾岚风,16263,61
爱乐维,17597,43
艾利,16262,61
爱丽,17598,43
艾莉芬特,16261,61
艾利和,17599,43
爱丽舍,16268,61
爱丽思,17592,43
爱立信,16267,61
艾莲达,17593,43
爱路客,16266,61
埃陆威,17594,43
爱马仕,16265,61
爱美丽,17595,43
爱美诗,17591,43
艾美特,16260,61
爱美屋,500,30
艾米拉,16269,61
艾米雅,8810,55
艾米丫,8808,40
爱茉莉,8809,37
爱默生,510,30
爱慕,8802,37
爱慕文胸,8803,40
爱尼光,8800,40
爱宁,8801,40
艾诺,8806,40
爱拍克,8807,40
爱派思,8804,37
爱普生,8805,40
艾奇,8820,65
爱其,19434,31
爱其华,7770,29
爱琴海,8819,64
爱情守护天使,527,77
爱人鸟,8811,55
艾绒,8812,65
爱瑞曼,529,77
艾莎,8817,65
爱莎,8818,65
爱思得,8816,64
艾斯卡达,14450,37
爱斯乐,5915,24
爱索斯,8771,40
艾泰,7501,55
爱特爱,7500,55
爱田由,530,77
艾条,531,77
艾凸,543,77
爱外设,532,77
艾维,533,77
爱薇,534,77
艾唯都,535,73
爱唯都,8824,65
艾薇儿,8825,65
埃维纳,8822,65
艾薇小屋,8823,65
爱威亚,8828,65
爱唯一,8829,65
爱唯依,8826,65
埃沃,7510,55
爱稀奇,8842,37
爱相依,8843,40
爱心,7512,55
瑷昕,8840,37
爱心跟,7511,55
爱心雷,8841,37
爱心拍,541,77
爱心形,542,77
爱心熊,544,77
爱意,545,77
爱意路,546,77
爱音,547,77
爱茵美,7503,55
爱乐,548,77
爱乐普,7502,55
爱乐桶,8836,65
艾哲,549,77
爱之雷,7505,57
爱之蔓,7504,57
艾炙条,7507,55
安安,7506,57
安泊,7509,55
安川,8837,65
安东尼,7508,55
安都,8838,65
安华,8850,40
安吉希可儿,7521,57
安键,8853,57
安健,7520,55
安利,8854,55
安利蛋白粉,7523,55
安莉芳,8851,37
安利牙膏,7522,55
氨纶布,8852,55
安玛莉,550,77
安满能,551,77
安美,552,77
安魅力,553,77
按摩棒,554,77
按摩底,555,77
按摩垫,556,77
按摩靠垫,557,77
按摩器,7514,59
按摩拖,8846,40
按摩拖鞋,7513,55
按摩椅,8847,41
按摩枕,7516,55
安娜苏,8844,40
安乃安,7515,57
安奈儿,8845,37
安奈晒,7518,57
按耐晒,7517,55
安奈特,8848,40
安奈竹炭一洗白,7519,55
按钮开关,8849,37
安瓶,8860,58
安桥,8861,55
安全锤,7530,40
安全裤,6201,56
安全套,7532,55
安瑞井,8864,55
安尚,6200,55
安尚秀,7531,37
安书童,8865,55
安睡龟,16156,64
安睡小绵羊,6203,56
安踏,7534,55
安踏运动鞋,8862,58
安威士,6202,55
安逸猿,7533,55
安在秀,8863,55
安泽曼,560,77
昂达,20002,43
奥迪氏,561,77
奥迪斯,565,77
澳尔滨,566,77
奥扉,7525,55
奥菲欧,8857,57
傲夫,7524,55
奥复康,8858,55
奥卡索,7527,55
奥凯华科,8855,57
奥康,7526,55
奥克利,8856,57
奥可视,7529,55
奥克斯,7528,57
奥酷纳,8859,55
奥澜雅,8871,55
傲丽,8872,55
奥莉,6210,56
奥莉佛,7540,58
奥立弗,8870,55
奥利妮,6212,55
奥丽侬,8875,58
澳丽莎,6211,59
奥莉薇,8876,41
奥丽薇,6214,59
奥林巴斯,8873,55
澳路,6213,58
澳路雪,8874,55
奥洛菲,570,77
奥迈特,6205,55
奥美嘉,7536,55
澳门产,8868,55
傲米子,7535,55
奥尼,6207,56
奥普兰德,7538,55
奥普浴霸,8866,55
傲胜,6206,55
澳圣庄园,7537,58
澳诗莱,8867,58
傲丝度,6209,56
奥斯里,6208,55
奥斯力,7539,55
澳斯力,7550,23
奥斯汀,8882,41
奥索卡,8883,41
奥特蓝星,6221,58
奥图码,8880,41
奥拓,6220,59
澳西奴,8881,41
奥雪儿,6223,58
奥灶面,7554,58
澳之健,8886,40
澳洲袋鼠,6222,55
傲资岛,7553,75
澳姿源,8887,55
芭芭拉,6225,58
吧吧香,8884,41
巴宝莉,6224,58
芭芘,8885,37
芭比布朗,11437,55
巴比禄,580,77
芭比娃娃,582,77
巴布豆,4674,59
八重洲,6216,58
巴旦木,7547,75
芭蒂娜,8879,41
八分裤,6215,55
八分袖,7546,75
巴固,6218,55
拔罐器,7549,19
疤痕灵,8877,41
八荒地,6217,55
八戒哥,8878,41
巴拉巴拉,6219,59
巴拉巴拉童装,6230,55
芭蕾兔,8893,40
巴利,8894,37
巴黎街头,6232,55
巴黎欧莱雅,8891,40
巴黎世家,6231,55
巴黎之花,8892,37
巴尼,6234,55
拔气罐,7565,58
巴斯克,8897,40
巴塔哥尼亚,6233,55
吧台桌,7564,58
把套,8898,40
霸王金,6236,55
芭毋痕,7567,59
疤无痕,8895,40
疤毋痕,6235,59
八音盒,7566,58
摆摆乐,8896,37
百宝卷,5313,56
百保力,590,77
百变龙,8890,55
白菜价,595,77
佰草集,596,77
栢草源,597,77
百茶堂,18818,40
白衬衫,599,77
拜宠清,18819,40
百搭,6227,23
百达翡丽,18814,40
百得,3804,56
百迪宝,6226,55
白癜净,18815,40
拜尔,6229,55
百分百,8888,55
柏纷妮,18816,40
百分一,6228,55
百分之二,8889,55
百花散,18817,40
百佳,18810,40
百家布,18811,40
百家好,21974,61
败家媳妇,18812,40
摆件,18813,40
百洁布,6241,58
白金帮,7572,64
白金汉,6240,55
柏卡,7571,64
佰莱氏,6243,55
白浪云,7574,64
百乐,6242,56
百乐摆,7573,64
佰利,18820,40
百丽,6245,58
百利,7576,64
百丽代购,6244,56
拜丽德,7575,64
百里登,6247,55
百利金,7578,64
百丽女鞋,6246,56
百丽正品,7577,64
百龄坛,7570,64
白妈妈,18829,40
佰美川,6238,55
百梦多,7569,64
拜灭士,18825,40
百脑惠,6237,55
百脑汇,7568,56
百年灵,18826,40
白鸟花子,8899,37
百诺肯,18827,40
白菩提,6239,59
白七彩,18828,40
白骑士,18821,40
百日照,18822,40
百瑞丽,18823,40
百圣牛,18824,40
百盛牛,6252,55
柏氏,7583,64
百世吉,6251,56
佰事扣,7582,64
佰式蜻蜓,6254,56
佰诗瑞,7585,64
百诗汀,6253,58
百思顿,7584,64
百思盾,6256,58
百思捷,7587,64
百思图,6255,55
百淘,7586,64
百图,6258,59
百威,7589,64
百维熊,6257,55
柏仙多格,7588,64
白小俺,6250,59
百消丹,7581,64
白雪人,7580,64
百叶轮,10090,40
佰宜,6249,58
百一,6248,56
白蚁药,7579,64
白玉,14832,65
百照王,7594,64
百褶,6262,55
百折,7593,64
百褶裙,6265,58
白纸本,7596,64
班比酷,7595,64
拌饭料,6267,40
半幅带,7598,64
办公椅,7597,64
办公用品,6269,59
办公桌,6268,59
板裤,7599,64
半凉鞋,7590,64
斑马纹,5933,67
班尼路,6261,55
伴娘礼服,7592,64
半裙,6260,55
半身长裙,7591,64
半身裙,16316,67
板式,18807,40
半实体,18808,40
伴随者,18809,40
板鞋,18803,40
半袖,6259,56
半月谈,18804,40
班章王,18805,40
半支莲,18806,40
帮宝适,18800,40
帮宝适纸尿裤,18801,40
邦碧洁,18802,40
绑带,6274,58
棒球帽,6273,55
邦威,6276,58
宝柏,6275,58
宝宝被,6278,58
宝宝挂,6277,58
宝宝画,6279,58
宝宝洁,6270,55
宝宝金水,6272,55
宝宝玩具,6271,55
宝宝鞋,14865,40
宝宝衣服,6285,55
宝宝幼儿洗发帽,6284,55
宝宝游泳池,6287,56
宝宝座便器,6286,55
宝贝可爱,6289,55
宝贝描述,6288,55
宝贝双星,6281,58
葆苾康,6280,55
刨冰机,6283,55
宝帝洁,6282,55
宝枫,17944,41
暴风数码,6296,55
宝格丽,6295,55
报关书,6298,55
包后跟,6297,58
宝玑,6299,58
保加利亚玫瑰花水,6290,55
宝嘉龙堡,6292,58
保健茶,6291,58
保健品,6294,58
保健枕,6293,59
报警器,261,44
包客隆,22118,37
宝来,16231,64
宝蓝,17563,37
宝蓝色,18894,40
宝丽豆,16230,64
保立捷,17564,40
宝丽莱,18895,40
宝丽来,17565,40
保利龙,18896,40
葆丽美,17566,38
宝利通,18897,37
暴力熊,16235,64
宝龙,18890,37
暴龙,11117,40
暴龙太阳镜,16234,65
暴龙眼镜,17560,40
宝罗,18891,40
保罗丹兰,17561,37
宝曼妮,18892,40
爆米花,16232,64
葆旎,17562,38
包配件,18893,37
宝齐莱,853,78
包裙,16239,64
宝瑞姿,16237,64
薄纱衣,17567,40
爆闪灯,18898,40
包身,17568,40
保圣,18899,40
保湿,17569,37
保时捷,16242,64
堡狮龙,17574,40
报事贴,16241,64
宝舒曼,17575,40
保斯道,16240,64
宝塔礁,17576,37
包头,17577,37
包头凉拖,16246,64
包头凉鞋,17570,40
包臀,17571,37
爆丸,16244,65
爆丸小子,17572,40
豹王,16243,64
豹纹,17573,37
保温杯,16249,49
保温袋,16248,54
保温饭盒,16247,49
保温桶,17578,40
报喜鸟,17579,40
保险杠防撞条,17541,40
保险柜,18872,38
保鲜盒,17542,40
保险箱,18873,37
包芯丝,17543,38
爆牙公,17544,37
保养液,18875,55
包邮,16212,64
宝增红,16211,65
抱枕,18870,37
包中包,17540,68
包中袋,18871,37
包装带,4237,75
包装盒,16217,65
包装纸,17549,40
宝姿,16216,64
宝姿连衣裙,16215,64
包子头,17545,40
暴走鞋,18876,55
贝奥武夫,17546,40
蓓宝,18877,55
贝贝,11548,75
背背佳,17547,40
贝贝可,18878,40
背背裤,16218,64
倍倍美,17548,40
贝贝猪,16220,64
背带短裤,17552,40
背带裤,18883,37
背带裤短裤,17553,38
背带连衣裙,18884,40
背带牛仔裤,17554,37
背带裙,18885,38
贝德玛,17555,37
贝蒂,18886,37
贝蒂包,18880,38
蓓迪雅,17550,40
北电,18881,37
杯垫,16221,64
贝尔丰,17551,40
贝尔金,18882,40
蓓护,16228,65
北极狐,16227,65
贝吉獾,16226,64
北极银,17556,40
贝佳斯,18887,40
贝佳斯绿泥,17557,40
背景布,18888,40
北京布鞋,17558,40
北京吉普,18889,37
北京青亦,16229,65
北京书市官方店,17559,68
背景纸,18850,40
背靠背,17520,40
贝壳灯,18851,40
贝可儿,17521,40
贝克力,18852,41
贝壳衫,17522,40
贝克斯,18853,40
贝壳项链,17527,55
贝拉维拉,18858,40
贝朗,17528,40
贝乐,18859,40
蓓丽,17529,40
贝丽,17523,40
贝玲妃,18854,40
贝灵哲酒园,17524,58
贝罗,18855,40
北美风,17525,55
贝那,18856,41
贝纳通,17526,55
贝妮兔,18857,40
贝尼兔,17530,40
北欧,18861,40
贝琪,17531,37
贝亲,18862,40
贝亲奶瓶,17532,40
贝亲润肤油,18863,40
北沙参,17533,38
倍瘦清,18864,40
备胎套,16201,65
备胎贴,16200,64
北通,18860,40
贝鸵,17538,40
贝希,18869,40
背心袋,17539,40
背心男,16204,64
背心裙,17534,37
贝亦美,18865,40
本草王,17535,40
奔富酒园,18866,40
奔迈,16208,65
本命佛,17536,40
奔趣,18867,40
奔腾,17537,40
本田摩托车,18868,40
本田思域,21596,55
本心,18830,40
蹦蹦球,17500,40
比安卡,17509,40
碧昂斯,17505,41
比奥纯,18836,40
毕比,17506,40
比比熊,18837,40
笔袋,17507,40
壁灯,18838,40
比度克,17508,40
比度克拔毒膏,18839,40
必恩威,17501,37
壁挂,18832,40
壁挂式电吹风,17502,55
壁挂式空调,18833,40
壁挂水族箱,17503,55
壁柜,17504,40
必好适,18835,40
笔记本,18840,40
笔记本包,17510,40
笔记本电池,18841,40
笔记本电脑,17511,40
笔记本电脑包,18842,40
笔记本电脑散热器,17516,40
笔记本电脑贴膜,18847,40
笔记本电脑桌,17517,40
笔记本电脑桌床上桌,18848,40
笔记本内存,17518,40
笔记本屏幕,18849,40
笔记本散热底座,17519,40
笔记本散热垫,17512,40
笔记本散热器,18843,40
笔记本贴膜,17513,40
笔记本显卡,18844,40
笔记本音响,17514,40
笔记本音箱,18845,40
笔记本硬盘,17515,40
壁架,18846,40
必敬敌,15087,62
碧卡奴堡,15086,62
碧卡丝,15085,62
必卡锁,15084,62
碧可,15089,62
臂力器,15088,62
鼻梁增高器,15083,62
闭路电视,15082,62
蓖麻油,15081,62
比侬,15080,62
碧欧泉,15098,62
碧欧泉男士,15097,62
碧茜玖,21633,37
避轻松,15096,62
碧柔,15095,62
必胜马,15099,62
碧生源,15090,62
碧生源减肥茶,15094,62
碧诗琳,15093,62
毕仕琦,15092,62
碧斯,15091,62
鼻涕熊,16394,30
避蚊贴,15062,28
碧玺,16393,28
比熊,15068,30
鼻炎仪,11551,75
毕业论文,21461,37
毕业设计,15061,28
毕业相册,14829,65
毕业幸运饼,15079,62
比茵,15078,62
比优丽,10865,37
避孕套,601,77
避孕药,603,77
避孕液,604,77
壁纸,605,77
避之宝,606,77
壁纸贴,607,77
变白素,608,77
便当袋,609,77
便当盒,16690,37
蝙蝠衫,15047,61
蝙蝠袖,874,78
蝙蝠袖连衣裙,8909,37
蝙蝠衣,8907,37
蝙蝠装,8908,40
边夹,610,77
边纶布,613,77
变频器,8901,40
变色杯,614,77
变身器,8902,37
编拖鞋,615,77
便携电视,15049,61
便携镜,8900,40
便携筷子,15048,61
便携摄像机,617,77
便携式,8905,40
便携式计算机,8906,37
便携式筷子,8903,40
便携式音箱,8904,40
便携音箱,15053,61
变形金刚玩具,15052,61
变压器,15051,61
边衣裙,16382,28
编织包,8920,40
编织袋,16387,28
编织底,15050,61
编织书,8918,40
表参道,8919,37
彪马鞋,621,77
标签打印机,8912,40
标志贴,625,77
宾宝,8913,40
宾得,626,77
宾度,8910,40
髌骨带,8911,40
缤果,628,77
宾豪,8916,37
缤特力,8917,37
宾威,8914,40
冰杯,16110,64
冰袋,8915,37
冰垫,8930,37
饼肥,8931,40
冰柜,7600,64
冰火抽油瘦,8929,40
冰玲珑,631,77
冰淇淋机,634,77
兵人,635,77
冰砂垫,8923,40
冰霜绸,636,77
冰爽石,8924,40
冰丝,637,77
丙烯画,8921,40
丙烯酸酯,638,77
丙烯颜料,8922,40
冰箱贴,639,77
冰箱贴纸,8927,40
冰与金,8928,40
冰枕头,12908,40
博百利,8925,40
波比布朗,8926,40
波波嘟,8941,41
博达,8942,37
菠丹妮,7611,64
波帝加,7610,64
波点,8940,41
波动挺,3386,55
博恩克,7609,64
波尔表,640,77
博冠,642,77
薄荷绿,645,77
脖肩带,646,77
博克,7602,64
帛珂,8934,55
勃肯,16223,64
勃肯鞋,647,77
薄款,7601,64
铂莱雅,8935,40
博朗,648,77
波浪边,7604,64
波乐美,8932,40
波力,7603,64
玻璃杯,8933,40
玻璃茶几,7606,64
玻璃茶具,8938,40
泊莉恩,7605,64
玻璃罐,8939,37
玻璃花瓶,7608,64
伯利玛,8936,40
玻璃贴,7607,64
波力挺,8937,40
波立挺,7620,64
波立维,8952,55
玻璃种,8953,55
菠萝蜜,7622,64
菠萝蜜干,8950,40
菠萝志,7621,64
博美,8951,38
泊美,651,77
博木子,654,77
玻尿酸原液,7613,64
波派,8945,40
薄披肩,7612,64
勃锐精,8946,40
博瑞娜,659,77
博生能,7615,64
博世,8943,40
波士,16158,64
博世堡,7614,64
波士顿包,8944,37
博士熊,7617,64
博思得,8949,37
博思德,7616,64
波司登,6747,24
波斯顿,7619,64
波斯路迪,7618,64
博斯绅威,8948,40
铂钛珑,8960,40
伯图,6300,55
波纹粹,7631,64
波纹极,8963,37
波纹鲤,7630,64
波纹龙,8964,40
波西米亚,6302,59
波希米亚,8961,40
波西米亚长裙,6301,55
波西米亚风,7632,64
波西米亚风格,8962,40
玻纤板,660,77
博雅,662,77
帛逸,665,77
博医生,668,77
波音纸,7624,64
薄桜鬼,8956,40
薄樱鬼,7623,64
布包,8957,40
布波堡,7626,64
步步高点读机,8954,40
步步高复读机,7625,64
步步高手机,8955,37
步步高音乐手机,7628,64
布袋式除尘器,7627,64
补丁贴,8958,37
不丢手,7629,64
布根香,8959,40
不规则,8970,40
不规则下摆,8971,40
步进电机,7640,64
不开机,6311,55
布莱恩,7642,64
布琅兄弟,8974,40
布料,6310,56
布鲁妹,7641,64
卜奈,8975,37
捕鸟器,6313,55
不求人,7644,64
布裙子,8972,40
哺乳服,6312,55
哺乳文胸,7643,64
哺乳衣,8973,40
哺乳装,674,77
步森,677,77
不生病,6304,55
布书,7635,64
捕鼠器,8967,40
布同,6303,55
埠头村,7634,64
布娃娃,8968,40
步行者,6306,55
不锈钢,7637,64
不锈钢阀门,8965,41
布艺,6305,55
布衣,7636,64
布易,8966,41
布艺床,6308,55
布依坊,7639,64
布意坊,6307,55
布衣风格,7638,64
布衣柜,8969,40
布艺沙发,6309,58
步源轩,8981,40
捕蟑器,8982,37
不织布,6320,59
擦擦白,7651,55
擦拭布,7650,40
彩笔,6322,55
彩博士,7653,55
菜刀镜子,8985,40
采访机,6321,59
彩丰行,7652,58
财富卡,8986,37
彩钢夹芯板,6324,55
彩工坊,7655,55
彩虹岛,8983,40
彩虹岛点卡,7654,55
彩虹裤,683,77
彩虹伞,685,77
彩虹色,686,73
彩虹熊,9135,54
菜篮,687,73
彩玲珑,6315,55
彩色激光打印机,7646,56
彩色隐形眼镜,8978,40
彩砂,6314,55
财神卡,6317,55
财神图,7648,75
财神像,8976,40
彩书坊,6316,55
蔡司,7647,58
彩条,8977,40
彩线,6319,55
采轩,6318,55
彩珠,7649,55
彩妆套,15175,69
餐边桌,7660,55
惨叫鸡,8992,37
蚕丝被,8993,40
餐厅灯,6331,58
餐椅,8990,40
餐桌,6330,56
餐桌花,7661,55
藏宝阁,8991,40
仓鼠,6333,37
苍星石,8996,40
草包,6332,40
草编,8997,40
草编包,6335,55
草编底,8994,37
草编坡跟,6334,59
操控王,8995,37
草帽,690,77
草帽礼帽,695,77
糙米卷,696,77
草席,697,77
草鞋,698,78
草纸盒,699,77
草雉剑,7657,55
侧翻盖,8989,40
侧滑,6325,55
侧滑盖,7656,56
策乐,6328,55
测利得,7659,55
测排卵,7658,56
测糖仪,8988,37
层层叠,6329,55
层叠,6340,55
茶包袋,7671,58
茶海,7670,55
茶酵母,6342,55
茶具,7673,55
茶具套装,6341,55
茶盘,7672,55
插梳,5012,40
茶桶,6344,56
查线器,7675,56
茶叶,5013,38
茶叶罐,6343,55
茶叶垃圾桶,7674,58
茶叶锡罐,5014,37
茶叶枕,6346,56
茶枕,5015,55
插座贴,6345,58
产后衣,13857,55
缠绕管,6337,58
缠线器,7668,75
婵真,6336,55
馋嘴猴,8998,37
长城炫丽,6338,55
长发夹,7669,55
长风衣,8999,40
长假发,6351,55
厂家直销,7682,40
长卷假发,6350,58
长开衫,7681,40
长裤,5021,55
长款,6353,55
长款背心,7684,40
长款吊带背心,5022,55
长款连衣裙,6352,58
长连衣裙,7683,40
畅聊卡,18930,40
肠轻松,5023,55
肠润茶,6355,37
长生鸟,7686,40
长寿果,5024,55
长天,6354,59
常天,7685,40
长汀城,5025,55
长筒袜,6357,55
长项链,7688,40
肠效菌,5026,55
场效应管,6356,55
长袖,7687,40
畅影卡,6604,25
长枕头,7680,40
超奥,10863,40
超霸,17608,61
超薄,18939,40
超薄手机,17609,61
超长,5016,75
超长待机,6348,59
超长连衣裙,7679,37
超低胸,17604,49
超低腰,18935,40
潮店,5017,75
超短,6347,55
超短裙,7678,40
超凡诺亚,18936,37
超高跟,5018,75
超高腰,18937,37
超个性,5019,75
炒股软件,6349,55
超好吃,17607,43
超厚底,18938,40
超话卡,17600,69
超级逗逗,18931,40
超级计划,1649,56
超级群,17601,69
超劲,18932,37
超净工作台,18933,37
超聚拢,18934,68
潮流前线,6362,55
超龙传,7693,40
潮牌,6361,55
超强防紫外线太阳伞,7692,40
潮人,6364,58
潮人帽,7695,40
超人装,18940,40
超胜,6363,55
超时空,7694,40
朝天钩,17610,57
朝天椒,18941,40
抄网头,6366,56
超显瘦,7697,40
潮鞋,6365,56
超右脑,7696,40
超越大当家,6368,40
巢之安,7699,40
超重工,6367,58
车抱枕,7698,40
车标,6360,55
车充,7691,40
车床,7690,40
车架,17619,57
车筐,16320,67
车蜡,5027,19
